proton_vx_gse,proton_vy_gse,proton_vz_gse,proton_vx_gsm,proton_vy_gsm,proton_vz_gsm
2421,,,,,
2422,-3.9,12.2,-474.8,1.9,12.7
2423,,,,,
2424,,,,,
2425,-3.9,12.2,-474.8,1.9,12.7
2426,,,,,
2427,-3.9,12.2,-475.0,1.9,12.7
2428,,,,,
2429,-3.9,12.2,-475.0,1.9,12.6
2430,,,,,
2431,-3.9,12.2,-475.1,1.9,12.7
2432,,,,,
2433,-3.8,12.2,-474.9,2.0,12.6
2434,,,,,
2435,-3.9,12.2,-474.8,1.9,12.7
2436,,,,,
2437,-3.9,12.2,-474.8,1.9,12.6
2438,,,,,
2439,-3.8,12.2,-475.2,2.0,12.6
2440,,,,,
2441,-3.8,12.2,-475.0,2.0,12.6
2442,,,,,
2443,-3.8,12.2,-474.7,2.0,12.6
2444,-3.8,11.8,-463.2,1.9,12.3
2445,,,,,
2446,,,,,
2447,-3.8,11.7,-456.8,1.9,12.2
2448,,,,,
2449,-3.7,11.6,-452.4,1.8,12.0
2450,-3.7,11.7,-453.7,1.9,12.1
2451,,,,,
2452,,,,,
2453,-3.8,12.2,-475.3,2.0,12.6
2454,-3.8,12.2,-474.8,2.0,12.6
2455,,,,,
2456,,,,,
2457,-3.8,12.2,-474.6,2.0,12.6
2458,-3.9,12.2,-474.4,2.0,12.7
2459,,,,,
2460,-55.2,6.1,-474.0,-46.7,30.2
2461,,,,,
2462,-56.7,14.0,-477.2,-44.4,37.9
2463,,,,,
2464,-3.8,12.2,-474.6,2.0,12.6
2465,,,,,
2466,,,,,
2467,-3.8,12.2,-474.6,2.1,12.6
2468,,,,,
2469,-3.9,12.2,-474.1,2.0,12.7
2470,-3.8,12.2,-474.4,2.1,12.6
2471,,,,,
2472,,,,,
2473,-3.9,12.2,-474.1,2.0,12.7
2474,-3.8,12.2,-474.6,2.0,12.6
2475,,,,,
2476,,,,,
2477,-3.9,12.2,-474.6,2.0,12.7
2478,,,,,
2479,-3.9,12.2,-473.9,2.0,12.6
2480,-3.8,12.2,-474.0,2.1,12.6
2481,,,,,
2482,-3.9,12.2,-474.5,2.1,12.6
2483,,,,,
2484,-3.8,12.2,-474.4,2.1,12.6
2485,,,,,
2486,-3.9,12.2,-474.4,2.1,12.6
2487,,,,,
2488,,,,,
2489,-3.8,12.2,-474.9,2.1,12.6
2490,,,,,
2491,-3.8,12.2,-474.7,2.1,12.6
2492,,,,,
2493,-3.9,12.2,-474.5,2.0,12.7
2494,,,,,
2495,-3.9,12.2,-474.7,2.1,12.7
2496,-3.9,12.2,-475.2,2.1,12.6
2497,,,,,
2498,,,,,
2499,-3.8,12.2,-474.9,2.1,12.6
2500,,,,,
2501,-3.9,12.2,-474.6,2.1,12.6
2502,,,,,
2503,-86.8,5.3,-474.4,-74.9,44.1
2504,,,,,
2505,-3.8,12.2,-474.7,2.1,12.6
2506,-3.9,12.2,-475.0,2.1,12.7
2507,,,,,
2508,-3.9,12.2,-474.9,2.1,12.6
2509,,,,,
2510,-3.9,12.2,-474.8,2.1,12.6
2511,,,,,
2512,,,,,
2513,-3.9,12.2,-474.9,2.1,12.6
2514,,,,,
2515,-3.8,12.2,-474.6,2.2,12.6
2516,-3.8,12.2,-474.7,2.2,12.6
2517,,,,,
2518,-3.8,12.2,-474.9,2.2,12.6
2519,,,,,
2520,-3.8,12.2,-474.9,2.1,12.6
2521,,,,,
2522,-3.8,12.2,-475.1,2.2,12.6
2523,,,,,
2524,-4.0,12.1,-475.2,2.0,12.6
2525,,,,,
2526,,,,,
2527,-4.2,11.7,-475.2,1.5,12.3
2528,,,,,
2529,-3.8,12.2,-475.1,2.2,12.6
2530,,,,,
2531,-3.8,12.2,-474.8,2.2,12.6
2532,,,,,
2533,-4.1,12.1,-474.5,1.9,12.6
2534,,,,,
2535,-3.8,12.2,-474.8,2.2,12.6
2536,-3.8,12.2,-475.1,2.2,12.6
2537,,,,,
2538,,,,,
2539,-3.9,12.3,-475.1,2.2,12.7
2540,,,,,
2541,-3.9,12.3,-475.0,2.2,12.7
2542,,,,,
2543,-3.8,12.2,-475.0,2.3,12.6
2544,-3.8,12.2,-474.5,2.2,12.6
2545,,,,,
2546,-3.7,12.2,-474.7,2.3,12.5
2547,,,,,
2548,,,,,
2549,-3.8,12.2,-474.8,2.2,12.6
2550,,,,,
2551,-88.5,7.4,-475.2,-75.2,47.1
2552,-56.5,10.4,-474.7,-45.4,35.2
2553,,,,,
2554,-66.5,5.3,-474.1,-56.6,35.3
2555,,,,,
2556,-3.8,12.2,-474.3,2.2,12.6
2557,,,,,
2558,,,,,
2559,-51.7,12.2,-473.9,-40.3,34.6
2560,,,,,
2561,-3.8,12.2,-474.5,2.2,12.6
2562,-3.8,12.2,-474.8,2.2,12.6
2563,-3.8,12.2,-474.6,2.3,12.6
2564,-3.8,12.2,-474.6,2.3,12.6
2565,-3.8,12.2,-474.2,2.2,12.6
2566,-3.8,12.2,-474.2,2.2,12.6
2567,-107.9,6.3,-474.0,-92.9,55.3
2568,-108.9,7.9,-474.4,-93.0,57.2
2569,-105.3,1.7000000000000002,-474.3,-92.7,50.1
2570,-3.7,12.2,-474.5,2.3,12.5
2571,-3.9,12.2,-474.5,2.2,12.6
2572,-51.7,12.2,-474.2,-40.2,34.7
2573,-111.7,1.9,-474.3,-98.3,53.2
2574,-3.8,12.1,-474.5,2.2,12.5
2575,-3.8,12.2,-474.7,2.3,12.6
2576,-3.8,12.2,-474.8,2.3,12.6
2577,-80.1,5.2,-474.2,-68.6,41.6
2578,-108.3,0.5,-474.4,-95.7,50.5
2579,-105.9,1.5,-474.1,-93.2,50.4
2580,-106.1,5.7,-474.4,-91.4,54.1
2581,-4.0,12.2,-474.7,2.1,12.7
2582,-58.9,10.6,-474.7,-47.3,36.7
2583,-56.9,5.4,-474.5,-48.0,31.1
2584,-108.5,7.0,-474.4,-92.9,56.4
2585,-99.9,6.5,-474.4,-85.6,52.0
2586,-105.1,8.1,-474.7,-89.4,55.8
2587,-58.4,9.0,-474.5,-47.6,35.1
2588,-57.4,7.9,-474.6,-47.2,33.6
2589,-3.8,12.2,-474.4,2.3,12.6
2590,-57.2,7.3,-474.5,-47.3,33.0
2591,-3.9,12.2,-474.7,2.2,12.6
2592,-108.0,2.9,-474.3,-94.3,52.7
2593,-3.8,12.2,-474.8,2.3,12.6
2594,-84.2,2.5,-474.5,-73.4,41.3
2595,-57.7,5.2,-474.8,-48.7,31.4
2596,-110.8,2.9,-474.8,-96.8,54.0
2597,-104.6,7.0,-474.8,-89.4,54.7
2598,-101.7,4.5,-474.9,-87.9,51.2
2599,-100.7,7.5,-474.6,-85.7,53.5
2600,-106.0,9.8,-475.0,-89.3,58.0
2601,-105.7,0.6000000000000001,-475.1,-93.3,49.6
2602,-106.8,5.1,-474.8,-92.2,54.2
2603,-99.9,3.5,-474.7,-86.8,49.6
2604,-97.7,9.2,-475.1,-82.2,53.6
2605,-94.7,9.3,-475.1,-79.5,52.2
2606,-94.9,8.2,-475.2,-80.2,51.4
2607,-92.5,11.9,-475.2,-76.3,53.6
2608,-91.1,9.4,-475.3,-76.2,50.7
2609,-90.4,14.7,-475.3,-73.2,55.1
2610,-100.2,10.9,-475.2,-83.7,56.3
2611,-98.6,14.9,-475.3,-80.4,59.1
2612,-90.3,10.5,-475.4,-75.1,51.3
2613,-88.8,12.1,-475.6,-73.0,52.0
2614,-92.3,10.7,-475.4,-76.7,52.4
2615,-92.7,11.9,-475.1,-76.5,53.7
2616,-97.4,11.1,-475.1,-81.0,55.2
2617,-90.2,11.2,-475.7,-74.6,52.0
2618,-85.8,15.6,-476.1,-68.7,53.7
2619,-87.7,10.8,-476.0,-72.6,50.4
2620,-101.0,6.6,-475.6,-86.3,52.9
2621,-95.1,7.1,-475.5,-80.8,50.6
2622,-88.1,10.4,-475.4,-73.1,50.3
2623,-87.9,9.0,-475.7,-73.6,48.9
2624,-88.8,13.3,-475.8,-72.3,53.2
2625,-90.1,10.7,-476.0,-74.8,51.4
2626,-91.5,9.9,-476.0,-76.4,51.4
2627,-89.1,15.7,-476.1,-71.5,55.4
2628,-87.3,19.5,-476.3,-68.2,57.9
2629,-84.6,17.5,-475.4,-66.8,54.9
2630,-86.6,10.0,-476.0,-72.0,49.2
2631,-81.9,15.1,-476.4,-65.4,51.5
2632,-80.3,15.2,-476.1,-64.0,50.8
2633,-71.7,26.0,-475.6,-51.3,56.3
2634,-72.4,27.6,-475.8,-51.2,58.1
2635,-70.6,20.3,-476.1,-53.0,50.8
2636,,,,,
2637,-67.4,24.4,-476.5,-48.2,53.0
2638,,,,,
2639,,,,,
2640,-63.7,27.6,-476.4,-43.5,54.1
2641,,,,,
2642,-66.5,23.0,-476.3,-48.1,51.3
2643,,,,,
2644,-71.2,22.7,-476.2,-52.4,53.2
2645,-75.9,17.5,-475.9,-59.0,50.9
2646,,,,,
2647,-65.2,22.1,-476.4,-47.4,49.9
2648,,,,,
2649,,,,,
2650,-71.4,24.6,-476.7,-51.8,55.0
2651,,,,,
2652,-66.6,21.6,-476.5,-48.9,50.1
2653,-70.7,21.2,-475.7,-52.7,51.7
2654,,,,,
2655,,,,,
2656,-74.4,16.8,-475.6,-58.1,49.5
2657,-73.1,16.7,-476.1,-56.9,48.8
2658,,,,,
2659,,,,,
2660,-67.2,22.0,-476.4,-49.3,50.7
2661,-62.8,24.0,-462.5,-44.4,50.4
2662,,,,,
2663,-56.4,26.1,-459.1,-37.8,49.4
2664,,,,,
2665,-59.4,25.6,-460.7,-40.7,50.3
2666,,,,,
2667,,,,,
2668,-63.8,27.1,-468.9,-43.9,53.6
2669,,,,,
2670,-65.1,26.1,-467.8,-45.5,53.4
2671,,,,,
2672,-66.0,24.7,-473.9,-46.9,52.5
2673,-60.9,24.9,-457.7,-42.3,50.4
2674,,,,,
2675,-60.7,26.1,-459.0,-41.6,51.4
